(0, 0.05, 0.0, 0.0, 0.01, 0.2292236885757162, 75.0, 150.0)
(1, 0.05, 0.0, 0.0, 0.01, 0.010125523043718361, 75.0, 150.0)
(2, 0.05, 0.0, 0.0, 0.01, 0.0004472758358698407, 75.0, 150.0)
(3, 0.142, 3.67, 0.0009, 0.01, 0.2292236885757162, 75.0, 150.0)
(4, 0.054, 0.16, 0.0, 0.01, 0.010125523043718361, 75.0, 150.0)
(5, 0.05, 0.01, 0.0, 0.01, 0.0004472758358698407, 75.0, 150.0)
(6, 0.233, 7.34, 0.0018, 0.01, 0.2292236885757162, 75.0, 150.0)
(7, 0.058, 0.32, 0.0001, 0.01, 0.010125523043718361, 75.0, 150.0)
(8, 0.05, 0.01, 0.0, 0.01, 0.0004472758358698407, 75.0, 150.0)
(9, 0.325, 11.0, 0.0028, 0.01, 0.2292236885757162, 75.0, 150.0)
(10, 0.062, 0.49, 0.0001, 0.01, 0.010125523043718361, 75.0, 150.0)
(11, 0.051, 0.02, 0.0, 0.01, 0.0004472758358698407, 75.0, 150.0)
(12, 0.417, 14.67, 0.0037, 0.01, 0.2292236885757162, 75.0, 150.0)
(13, 0.066, 0.65, 0.0002, 0.01, 0.010125523043718361, 75.0, 150.0)
(14, 0.051, 0.03, 0.0, 0.01, 0.0004472758358698407, 75.0, 150.0)
