(0, 0.03, 0.0, 0.0, 1, 0.01)
(1, 0.1, 0.1, 0.001, 1, 0.01)
(2, 0.17, 0.2, 0.002, 1, 0.01)
(3, 0.24, 0.3, 0.003, 1, 0.01)
(4, 0.31, 0.4, 0.004, 1, 0.01)
(5, 0.38, 0.5, 0.005, 1, 0.01)
(6, 0.45, 0.6, 0.006, 1, 0.01)
(7, 0.52, 0.7, 0.007, 1, 0.01)
(8, 0.59, 0.8, 0.008, 1, 0.01)
(9, 0.66, 0.9, 0.009, 1, 0.01)
